model,train_profile,test_profile,snr_db,ber,errors,trials,num_rows
single_branch_n0_gate,umi_normalized,tdl_D_10ns,2.0,0.10855083701051312,1152466,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,4.0,0.059983241705246916,636832,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,6.0,0.025229183244116514,267854,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,8.0,0.0070437207634066355,74782,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,10.0,0.001069716465326003,11357,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,12.0,7.441014419367284e-05,790,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,14.0,1.8838011188271604e-06,20,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,16.0,0.0,0,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,18.0,0.0,0,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,20.0,0.0,0,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,-10.0,0.3927594408576871,4169861,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,-8.0,0.3596992963626061,3818867,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,-6.0,0.3210652669270833,3408696,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,-4.0,0.27651732644917054,2935738,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,-2.0,0.2263210908866223,2402813,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,0.0,0.17232890187958141,1829587,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,2.0,0.11849664758752894,1258059,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,4.0,0.07083271167896411,752019,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,6.0,0.03513948417004244,373070,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,8.0,0.013873064959490741,147288,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,10.0,0.00433698112581983,46045,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,12.0,0.0011678625036168982,12399,10616832,6
